"wdl_collection_date","short_station_wdl","wdl_sample_id","station_num_wdl","data_owner","data_status_wdl","long_station_wdl","description","lab_collection_date","station_lab","id_type"
2024-07-17,"NZ032","E0724B0032","E3S81022013","0310","1000 - Non-Public, Review Status Unknown","NZ032 - Montezuma Slough nr Grizzly Island Club",NA,2024-07-18,"NZ032","blims_sample_i_ds"
2024-07-17,"Blank; Equipment","E0724B0030","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-07-18,"Blank","blims_sample_i_ds"
2024-07-18,"D41A","E0724B0037","E0B80512234","0310","1000 - Non-Public, Review Status Unknown","D41A - San Pablo Bay near Mouth of Petaluma River",NA,2024-07-19,"Dup-D41A","blims_sample_i_ds"
2024-07-18,"D41A","E0724B0035","E0B80512234","0310","1000 - Non-Public, Review Status Unknown","D41A - San Pablo Bay near Mouth of Petaluma River",NA,2024-07-19,"D41A","blims_sample_i_ds"
2024-07-18,"D41","E0724B0034","E0B80182224","0310","1000 - Non-Public, Review Status Unknown","D41 - San Pablo Bay near Pinole Point",NA,2024-07-19,"D41","blims_sample_i_ds"
2024-07-18,"Blank; Equipment","E0724B0036","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-07-19,"Blank","blims_sample_i_ds"
2024-08-09,"C3A - Hood","E0824B00042","B9D82211312","0310","1000 - Non-Public, Review Status Unknown","Sacramento River @ Hood - C3A",NA,2024-08-12,"Dup-C3A","blims_sample_i_ds"
2024-08-09,"C3A - Hood","E0824B00039","B9D82211312","0310","1000 - Non-Public, Review Status Unknown","Sacramento River @ Hood - C3A",NA,2024-08-12,"C3A","blims_sample_i_ds"
2024-08-09,"C9","E0824B00040","B9C74981333","0310","1000 - Non-Public, Review Status Unknown","C9 - West Canal @ Clifton Court Intake",NA,2024-08-12,"C9","blims_sample_i_ds"
2024-08-09,"C10A","E0824B00038","B9D74081159","0310","1000 - Non-Public, Review Status Unknown","C10A - San Joaquin River near Vernalis @ SJR Club",NA,2024-08-12,"C10A","blims_sample_i_ds"
2024-08-09,"Blank; Equipment","E0824B00041","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-08-12,"Blank","blims_sample_i_ds"
2024-08-12,"D12","E0824B00043","B9D80131484","0310","1000 - Non-Public, Review Status Unknown","D12 - San Joaquin River @ Antioch Ship Channel",NA,2024-08-13,"D12","blims_sample_i_ds"
2024-08-12,"D12","E0824B00047","B9D80131484","0310","1000 - Non-Public, Review Status Unknown","D12 - San Joaquin River @ Antioch Ship Channel",NA,2024-08-13,"Dup-D12","blims_sample_i_ds"
2024-08-12,"D19","E0824B00044","B9D80261369","0310","1000 - Non-Public, Review Status Unknown","D19 - Frank's Tract near Russo's Landing",NA,2024-08-13,"D19","blims_sample_i_ds"
2024-08-12,"D28A","E0824B00045","B9D75821344","0310","1000 - Non-Public, Review Status Unknown","D28A - Old River @ Rancho Del Rio",NA,2024-08-13,"D28A","blims_sample_i_ds"
2024-08-12,"Blank; Equipment","E0824B00046","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-08-13,"Blank","blims_sample_i_ds"
2024-08-13,"D16 - Twitchell","E0824B00048","B9D80581401","0310","1000 - Non-Public, Review Status Unknown","D16 - San Joaquin River @ Twitchell Island",NA,2024-08-14,"D16","blims_sample_i_ds"
2024-08-13,"D26","E0824B00049","B9D80461340","0310","1000 - Non-Public, Review Status Unknown","D26 - San Joaquin River @ Potato Point",NA,2024-08-14,"D26","blims_sample_i_ds"
2024-08-13,"MD10A","E0824B00052","B9S80251252","0310","1000 - Non-Public, Review Status Unknown","MD10A - Disappointment Slough @ Bishop Cut",NA,2024-08-14,"MD10A","blims_sample_i_ds"
2024-08-13,"P8","E0824B00053","B9D75871229","0310","1000 - Non-Public, Review Status Unknown","P8 - San Joaquin River @ Buckley Cove",NA,2024-08-14,"P8","blims_sample_i_ds"
2024-08-13,"P8","E0824B00051","B9D75871229","0310","1000 - Non-Public, Review Status Unknown","P8 - San Joaquin River @ Buckley Cove",NA,2024-08-14,"Dup-P8","blims_sample_i_ds"
2024-08-13,"Blank; Equipment","E0824B00050","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-08-14,"Blank","blims_sample_i_ds"
2024-08-14,"D4","E0824B00055","B9D80381492","0310","1000 - Non-Public, Review Status Unknown","D4 - Sacramento River above Point Sacramento",NA,2024-08-15,"D4","blims_sample_i_ds"
2024-08-14,"D4","E0824B00057","B9D80381492","0310","1000 - Non-Public, Review Status Unknown","D4 - Sacramento River above Point Sacramento",NA,2024-08-15,"Dup-D4","blims_sample_i_ds"
2024-08-14,"D22","E0824B00054","B9D80511443","0310","1000 - Non-Public, Review Status Unknown","D22 - Sacramento River @ Emmaton",NA,2024-08-15,"D22","blims_sample_i_ds"
2024-08-14,"NZ068","E0824B00058","B9D80861414","0310","1000 - Non-Public, Review Status Unknown","NZ068 in Sacramento River",NA,2024-08-15,"NZ068","blims_sample_i_ds"
2024-08-14,"Blank; Equipment","E0824B00056","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-08-15,"Blank","blims_sample_i_ds"
2024-08-15,"D7","E0824B00061","E0B80702024","0310","1000 - Non-Public, Review Status Unknown","D7 - Grizzly Bay @ Dolphin nr. Suisun Slough",NA,2024-08-16,"D7","blims_sample_i_ds"
2024-08-15,"NZS42","E0824B00065","E3S81082029","0310","1000 - Non-Public, Review Status Unknown","NZS42 - Suisun Slough @ Volanti Slough",NA,2024-08-16,"NZS42","blims_sample_i_ds"
2024-08-15,"NZ032","E0824B00063","E3S81022013","0310","1000 - Non-Public, Review Status Unknown","NZ032 - Montezuma Slough nr Grizzly Island Club",NA,2024-08-16,"Dup-NZ032","blims_sample_i_ds"
2024-08-15,"NZ032","E0824B00064","E3S81022013","0310","1000 - Non-Public, Review Status Unknown","NZ032 - Montezuma Slough nr Grizzly Island Club",NA,2024-08-16,"NZ032","blims_sample_i_ds"
2024-08-15,"Blank; Equipment","E0824B00062","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-08-16,"Blank","blims_sample_i_ds"
2024-08-16,"D6","E0824B00067","E3B80272071","0310","1000 - Non-Public, Review Status Unknown","D6 - Suisun Bay @ Bulls Head nr. Martinez",NA,2024-08-19,"D6","blims_sample_i_ds"
2024-08-16,"D8","E0824B00070","E3B80361594","0310","1000 - Non-Public, Review Status Unknown","D8 - Suisun Bay off Middle Point nr. Nichols",NA,2024-08-19,"Dup-D8","blims_sample_i_ds"
2024-08-16,"D8","E0824B00068","E3B80361594","0310","1000 - Non-Public, Review Status Unknown","D8 - Suisun Bay off Middle Point nr. Nichols",NA,2024-08-19,"D8","blims_sample_i_ds"
2024-08-16,"D10","E0824B00066","B9D80281551","0310","1000 - Non-Public, Review Status Unknown","D10 - Sacramento River @ Chipps Island",NA,2024-08-19,"D10","blims_sample_i_ds"
2024-08-16,"EZ6","E0724B00060","EZ6","0310","1000 - Non-Public, Review Status Unknown","SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC",NA,2024-08-19,"EZ6","blims_sample_i_ds"
2024-08-16,"EZ2","E0724B00059","EZ2","0310","1000 - Non-Public, Review Status Unknown","SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC",NA,2024-08-19,"EZ2","blims_sample_i_ds"
2024-08-16,"Blank; Equipment","E0824B00069","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-08-19,"Blank","blims_sample_i_ds"
2024-08-19,"D41A","E0824B00072","E0B80512234","0310","1000 - Non-Public, Review Status Unknown","D41A - San Pablo Bay near Mouth of Petaluma River",NA,2024-08-20,"D41A","blims_sample_i_ds"
2024-08-19,"D41","E0824B00071","E0B80182224","0310","1000 - Non-Public, Review Status Unknown","D41 - San Pablo Bay near Pinole Point",NA,2024-08-20,"D41","blims_sample_i_ds"
2024-08-19,"D41","E0824B00074","E0B80182224","0310","1000 - Non-Public, Review Status Unknown","D41 - San Pablo Bay near Pinole Point",NA,2024-08-20,"Dup-D41","blims_sample_i_ds"
2024-08-19,"Blank; Equipment","E0824B00073","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-08-20,"Blank","blims_sample_i_ds"
2024-09-06,"C3A - Hood","E0924B00076","B9D82211312","0310","1000 - Non-Public, Review Status Unknown","Sacramento River @ Hood - C3A",NA,2024-09-09,"C3A","blims_sample_i_ds"
2024-09-06,"C9","E0924B00077","B9C74981333","0310","1000 - Non-Public, Review Status Unknown","C9 - West Canal @ Clifton Court Intake",NA,2024-09-09,"C9","blims_sample_i_ds"
2024-09-06,"C10A","E0924B00079","B9D74081159","0310","1000 - Non-Public, Review Status Unknown","C10A - San Joaquin River near Vernalis @ SJR Club",NA,2024-09-09,"Dup-C10A","blims_sample_i_ds"
2024-09-06,"C10A","E0924B00075","B9D74081159","0310","1000 - Non-Public, Review Status Unknown","C10A - San Joaquin River near Vernalis @ SJR Club",NA,2024-09-09,"C10A","blims_sample_i_ds"
2024-09-06,"Blank; Equipment","E0924B00078","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-09-09,"Blank","blims_sample_i_ds"
2024-09-09,"D12","E0924B00082","B9D80131484","0310","1000 - Non-Public, Review Status Unknown","D12 - San Joaquin River @ Antioch Ship Channel",NA,2024-09-10,"D12","blims_sample_i_ds"
2024-09-09,"D19","E0924B00083","B9D80261369","0310","1000 - Non-Public, Review Status Unknown","D19 - Frank's Tract near Russo's Landing",NA,2024-09-10,"D19","blims_sample_i_ds"
2024-09-09,"D28A","E0924B00086","B9D75821344","0310","1000 - Non-Public, Review Status Unknown","D28A - Old River @ Rancho Del Rio",NA,2024-09-10,"Dup-D28A","blims_sample_i_ds"
2024-09-09,"D28A","E0924B00084","B9D75821344","0310","1000 - Non-Public, Review Status Unknown","D28A - Old River @ Rancho Del Rio",NA,2024-09-10,"D28A","blims_sample_i_ds"
2024-09-09,"Blank; Equipment","E0924B00085","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-09-10,"Blank","blims_sample_i_ds"
2024-09-10,"D16 - Twitchell","E0924B00087","B9D80581401","0310","1000 - Non-Public, Review Status Unknown","D16 - San Joaquin River @ Twitchell Island",NA,2024-09-11,"D16","blims_sample_i_ds"
2024-09-10,"D26","E0924B00090","B9D80461340","0310","1000 - Non-Public, Review Status Unknown","D26 - San Joaquin River @ Potato Point",NA,2024-09-11,"Dup-D26","blims_sample_i_ds"
2024-09-10,"D26","E0924B00088","B9D80461340","0310","1000 - Non-Public, Review Status Unknown","D26 - San Joaquin River @ Potato Point",NA,2024-09-11,"D26","blims_sample_i_ds"
2024-09-10,"MD10A","E0924B00091","B9S80251252","0310","1000 - Non-Public, Review Status Unknown","MD10A - Disappointment Slough @ Bishop Cut",NA,2024-09-11,"MD10A","blims_sample_i_ds"
2024-09-10,"P8","E0924B00092","B9D75871229","0310","1000 - Non-Public, Review Status Unknown","P8 - San Joaquin River @ Buckley Cove",NA,2024-09-11,"P8","blims_sample_i_ds"
2024-09-10,"Blank; Equipment","E0924B00089","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-09-11,"Blank","blims_sample_i_ds"
2024-09-11,"D4","E0924B00094","B9D80381492","0310","1000 - Non-Public, Review Status Unknown","D4 - Sacramento River above Point Sacramento",NA,2024-09-12,"D4","blims_sample_i_ds"
2024-09-11,"D22","E0924B00093","B9D80511443","0310","1000 - Non-Public, Review Status Unknown","D22 - Sacramento River @ Emmaton",NA,2024-09-12,"D22","blims_sample_i_ds"
2024-09-11,"NZ068","E0924B00096","B9D80861414","0310","1000 - Non-Public, Review Status Unknown","NZ068 in Sacramento River",NA,2024-09-12,"Dup-NZ068","blims_sample_i_ds"
2024-09-11,"NZ068","E0924B00097","B9D80861414","0310","1000 - Non-Public, Review Status Unknown","NZ068 in Sacramento River",NA,2024-09-12,"NZ068","blims_sample_i_ds"
2024-09-11,"Blank; Equipment","E0924B00095","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-09-12,"Blank","blims_sample_i_ds"
2024-09-12,"D7","E0924B00103","E0B80702024","0310","1000 - Non-Public, Review Status Unknown","D7 - Grizzly Bay @ Dolphin nr. Suisun Slough",NA,2024-09-13,"D7","blims_sample_i_ds"
2024-09-12,"NZS42","E0924B00105","E3S81082029","0310","1000 - Non-Public, Review Status Unknown","NZS42 - Suisun Slough @ Volanti Slough",NA,2024-09-13,"Dup-NZS42","blims_sample_i_ds"
2024-09-12,"NZS42","E0924B00107","E3S81082029","0310","1000 - Non-Public, Review Status Unknown","NZS42 - Suisun Slough @ Volanti Slough",NA,2024-09-13,"NZS42","blims_sample_i_ds"
2024-09-12,"Blank; Equipment","E0924B00104","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-09-13,"Blank","blims_sample_i_ds"
2024-09-12,"NZ032","E0924B00106","E3S81022013","0310","1000 - Non-Public, Review Status Unknown","NZ032 - Montezuma Slough nr Grizzly Island Club",NA,2024-09-13,"NZ032","blims_sample_i_ds"
2024-09-13,"D6","E0924B00099","E3B80272071","0310","1000 - Non-Public, Review Status Unknown","D6 - Suisun Bay @ Bulls Head nr. Martinez",NA,2024-09-16,"D6","blims_sample_i_ds"
2024-09-13,"D8","E0924B00102","E3B80361594","0310","1000 - Non-Public, Review Status Unknown","D8 - Suisun Bay off Middle Point nr. Nichols",NA,2024-09-16,"Dup-D8","blims_sample_i_ds"
2024-09-13,"D8","E0924B00100","E3B80361594","0310","1000 - Non-Public, Review Status Unknown","D8 - Suisun Bay off Middle Point nr. Nichols",NA,2024-09-16,"D8","blims_sample_i_ds"
2024-09-13,"D10","E0924B00098","B9D80281551","0310","1000 - Non-Public, Review Status Unknown","D10 - Sacramento River @ Chipps Island",NA,2024-09-16,"D10","blims_sample_i_ds"
2024-09-13,"EZ6","E0924B00081","EZ6","0310","1000 - Non-Public, Review Status Unknown","SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC",NA,2024-09-16,"EZ6","blims_sample_i_ds"
2024-09-13,"EZ2","E0924B00080","EZ2","0310","1000 - Non-Public, Review Status Unknown","SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC",NA,2024-09-16,"EZ2","blims_sample_i_ds"
2024-09-13,"Blank; Equipment","E0924B00101","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-09-16,"Blank","blims_sample_i_ds"
2024-09-16,"D41A","E0924B00111","E0B80512234","0310","1000 - Non-Public, Review Status Unknown","D41A - San Pablo Bay near Mouth of Petaluma River",NA,2024-09-17,"Dup-D41A","blims_sample_i_ds"
2024-09-16,"D41A","E0924B00109","E0B80512234","0310","1000 - Non-Public, Review Status Unknown","D41A - San Pablo Bay near Mouth of Petaluma River",NA,2024-09-17,"D41A","blims_sample_i_ds"
2024-09-16,"D41","E0924B00108","E0B80182224","0310","1000 - Non-Public, Review Status Unknown","D41 - San Pablo Bay near Pinole Point",NA,2024-09-17,"D41","blims_sample_i_ds"
2024-09-16,"Blank; Equipment","E0924B00110","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-09-17,"Blank","blims_sample_i_ds"
2024-10-07,"C3A - Hood","E1024B00116","B9D82211312","0310","1000 - Non-Public, Review Status Unknown","Sacramento River @ Hood - C3A",NA,2024-10-08,"Dup-C3A","blims_sample_i_ds"
2024-10-07,"C3A - Hood","E1024B00113","B9D82211312","0310","1000 - Non-Public, Review Status Unknown","Sacramento River @ Hood - C3A",NA,2024-10-08,"C3A","blims_sample_i_ds"
2024-10-07,"C9","E1024B00114","B9C74981333","0310","1000 - Non-Public, Review Status Unknown","C9 - West Canal @ Clifton Court Intake",NA,2024-10-08,"C9","blims_sample_i_ds"
2024-10-07,"C10A","E1024B00112","B9D74081159","0310","1000 - Non-Public, Review Status Unknown","C10A - San Joaquin River near Vernalis @ SJR Club",NA,2024-10-08,"C10A","blims_sample_i_ds"
2024-10-07,"Blank; Equipment","E1024B00115","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-10-08,"Blank","blims_sample_i_ds"
2024-10-08,"D12","E1024B00117","B9D80131484","0310","1000 - Non-Public, Review Status Unknown","D12 - San Joaquin River @ Antioch Ship Channel",NA,2024-10-09,"D12","blims_sample_i_ds"
2024-10-08,"D19","E1024B00118","B9D80261369","0310","1000 - Non-Public, Review Status Unknown","D19 - Frank's Tract near Russo's Landing",NA,2024-10-09,"D19","blims_sample_i_ds"
2024-10-08,"D19","E1024B00121","B9D80261369","0310","1000 - Non-Public, Review Status Unknown","D19 - Frank's Tract near Russo's Landing",NA,2024-10-09,"Dup-D19","blims_sample_i_ds"
2024-10-08,"D28A","E1024B00119","B9D75821344","0310","1000 - Non-Public, Review Status Unknown","D28A - Old River @ Rancho Del Rio",NA,2024-10-09,"D28A","blims_sample_i_ds"
2024-10-08,"Blank; Equipment","E1024B00120","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-10-09,"Blank","blims_sample_i_ds"
2024-10-10,"D4","E1024B00129","B9D80381492","0310","1000 - Non-Public, Review Status Unknown","D4 - Sacramento River above Point Sacramento",NA,2024-10-11,"D4","blims_sample_i_ds"
2024-10-10,"D4","E1024B00131","B9D80381492","0310","1000 - Non-Public, Review Status Unknown","D4 - Sacramento River above Point Sacramento",NA,2024-10-11,"Dup-D4","blims_sample_i_ds"
2024-10-10,"EZ6","E1024B00134","EZ6","0310","1000 - Non-Public, Review Status Unknown","SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC",NA,2024-10-11,"EZ6","blims_sample_i_ds"
2024-10-10,"EZ2","E1024B00133","EZ2","0310","1000 - Non-Public, Review Status Unknown","SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC",NA,2024-10-11,"EZ2","blims_sample_i_ds"
2024-10-10,"D22","E1024B00128","B9D80511443","0310","1000 - Non-Public, Review Status Unknown","D22 - Sacramento River @ Emmaton",NA,2024-10-11,"D22","blims_sample_i_ds"
2024-10-10,"NZ068","E1024B00132","B9D80861414","0310","1000 - Non-Public, Review Status Unknown","NZ068 in Sacramento River",NA,2024-10-11,"NZ068","blims_sample_i_ds"
2024-10-10,"Blank; Equipment","E1024B00130","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-10-11,"Blank","blims_sample_i_ds"
2024-10-11,"D6","E1024B00136","E3B80272071","0310","1000 - Non-Public, Review Status Unknown","D6 - Suisun Bay @ Bulls Head nr. Martinez",NA,2024-10-14,"D6","blims_sample_i_ds"
2024-10-11,"D8","E1024B00137","E3B80361594","0310","1000 - Non-Public, Review Status Unknown","D8 - Suisun Bay off Middle Point nr. Nichols",NA,2024-10-14,"D8","blims_sample_i_ds"
2024-10-11,"D10","E1024B00139","B9D80281551","0310","1000 - Non-Public, Review Status Unknown","D10 - Sacramento River @ Chipps Island",NA,2024-10-14,"Dup-D10","blims_sample_i_ds"
2024-10-11,"D10","E1024B00135","B9D80281551","0310","1000 - Non-Public, Review Status Unknown","D10 - Sacramento River @ Chipps Island",NA,2024-10-14,"D10","blims_sample_i_ds"
2024-10-11,"Blank; Equipment","E1024B00138","Blank; Equipment","0310","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-10-14,"Blank","blims_sample_i_ds"
2024-07-10,"Stockton","CEMP0724B00006","DES WQ 20","0312","1000 - Non-Public, Review Status Unknown","San Joaquin Rv @ Rough and Ready Island",NA,2024-07-11,"Stockton","blims_sample_i_ds"
2024-07-10,"C7A - Mossdale","CEMP0724B00007","B9D74721184","0312","1000 - Non-Public, Review Status Unknown","San Joaquin River @ Mossdale Bridge - C7A",NA,2024-07-11,"C7A - Mossdale","blims_sample_i_ds"
2024-07-10,"C7A - Mossdale","CEMP0724B00009","B9D74721184","0312","1000 - Non-Public, Review Status Unknown","San Joaquin River @ Mossdale Bridge - C7A",NA,2024-07-11,"C7A - Mossdale","blims_sample_i_ds"
2024-07-10,"D19A","CEMP0724B00016","B9D80281359","0312","1000 - Non-Public, Review Status Unknown","Frank's Tract Mid Track - D19A",NA,2024-07-11,"Frank's Tract Mid Track - D19A","blims_sample_i_ds"
2024-07-10,"Blank; Equipment","CEMP0724B00008","Blank; Equipment","0312","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-07-11,"Blank; Equipment","blims_sample_i_ds"
2024-08-09,"Stockton","CEMP0824B00029","DES WQ 20","0312","1000 - Non-Public, Review Status Unknown","San Joaquin Rv @ Rough and Ready Island",NA,2024-08-15,"Stockton","blims_sample_i_ds"
2024-08-09,"Stockton","CEMP0824B00026","DES WQ 20","0312","1000 - Non-Public, Review Status Unknown","San Joaquin Rv @ Rough and Ready Island",NA,2024-08-15,"Stockton","blims_sample_i_ds"
2024-08-09,"C7A - Mossdale","CEMP0824B00027","B9D74721184","0312","1000 - Non-Public, Review Status Unknown","San Joaquin River @ Mossdale Bridge - C7A",NA,2024-08-15,"C7A - Mossdale","blims_sample_i_ds"
2024-08-09,"Blank; Equipment","CEMP0824B00028","Blank; Equipment","0312","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-08-15,"Blank; Equipment","blims_sample_i_ds"
